Wijk2025;wijknaam2025
084503;Wijk 03 Berlicum
084504;Wijk 04 Middelrode
084700;Someren dorp
084701;Lierop dorp
084702;Someren-Eind dorp
084703;Someren-Heide dorp
084704;Buitengebied Someren
084705;Buitengebied Lierop
084706;Buitengebied Someren-Eind
084707;Buitengebied Someren-Heide
084800;Wijk 00 Son
084801;Wijk 01 Breugel
085100;Wijk 00 Steenbergen
085101;Wijk 01 Kruisland
085102;Wijk 02 De Heen
085103;Wijk 03 Dinteloord
085104;Wijk 04 Nieuw-Vossemeer
085199;Groot water
085200;Wijk 00 Monnickendam
085201;Wijk 01 Katwoude
085202;Wijk 02 Marken
085203;Wijk 03 Broek in Waterland
085204;Wijk 04 Ilpendam
085205;Wijk 05 Watergang
085299;Groot water
085510;Binnenstad
085511;Hoogvenne
085512;Armhoef
085513;Jeruzalem
085514;Fatima
085515;Broekhoven
085516;Oerle
085517;Korvel
085518;Trouwlaan - Uitvindersbuurt
085519;Sint Anna
085520;Noordhoek
085521;Spoorzone Zuid
085522;Bouwmeester
085523;De Hasselt
085524;Het Goirke
085525;Groeseind-Hoefstraat
085526;Loven-Besterd
085527;Theresia
085528;Spoorzone Noord
085529;Kanaalzone
085530;Moerenburg
085531;De Leij
085532;Groenewoud
085533;Stappegoor
085534;Bedrijventerrein Het Laar
085535;De Blaak
085536;Zorgvlied
085537;De Reit
085538;Het Zand
085539;Wandelbos Noord
085540;Wandelbos Zuid
085541;De Oude Warande
085542;Stokhasselt
085543;Heikant
085544;Quirijnstok
085545;Ind.terrein Loven
085546;Bosscheweg
085547;Gesworen Hoek
085548;Huibeven
085549;Campenhoef
085550;Heyhoef
085551;Heerevelden
085552;Dongewijk
085553;Tuindorp De Kievit
085554;Leeuwerik
085555;Dalem Noord
085556;Dalem Zuid
085557;Koolhoven
085558;Witbrant
085559;Bedrijventerrein Kraaiven
085560;Bedrijventerrein Vossenberg
085561;De Katsbogten
085562;Buitengebied Tilburg Zuid-Oost
085563;Buitengebied Tilburg Zuid-West
085564;Buitengebied Tilburg Noord-Oost
085565;Buitengebied Tilburg Noord-West
085566;Berkel-Enschot
085567;Udenhout
085568;Biezenmortel
085800;Wijk 00 Valkenswaard
085801;Wijk 01 Dommelen
085802;Wijk 02 Borkel en Schaft
086100;Wijk 00 Veldhoven
086101;Wijk 01 Noordelijk Woongebied
086102;Wijk 02 Oerle
086500;Wijk 00 Vught
086501;Wijk 01 Vught-Zuid
086502;Wijk 02 Cromvoirt
086503;Wijk 03 Helvoirt
086600;Wijk 00 Waalre
086700;Waalwijk
086701;Sprang-Capelle
086702;Waspik
087300;Wijk 00 Hoogerheide en Woensdrecht
087301;Wijk 01 Huijbergen
087302;Wijk 02 Ossendrecht
087303;Wijk 03 Putte
087900;Wijk 00 Zundert
087901;Wijk 01 Klein - Zundert
087902;Wijk 02 Wernhout
087903;Wijk 03 Achtmaal
087904;Wijk 04 Rijsbergen
088000;Wijk 00 Wormer
088001;Wijk 01 Wijdewormer
088002;Wijk 02 Jisp
088200;Wijk 00 Schaesberg
088201;Wijk 01 Nieuwenhagen
088202;Wijk 02 Ubach over Worms
088800;Wijk 00 Beek - Spaubeek
088801;Wijk 01 Beek-Zuid
088900;Wijk 00 Reuver
088901;Wijk 01 Beesel
089301;Aijen
089302;Oud-Bergen
089303;Nieuw-Bergen
089304;Afferden
089305;Siebengewald
089306;Well
089307;Wellerlooi
089901;Wijk 01 Brunssum-West
089902;Wijk 02 Brunssum-Noord
089903;Wijk 03 Brunssum-Oost
089904;Wijk 04 Brunssum-Zuid
089905;Wijk 05 Brunssum-Centrum
090700;Wijk 00 Milsbeek
090701;Wijk 01 Ottersum
090702;Wijk 02 Ven-Zelderheide
090703;Wijk 03 Gennep
090704;Wijk 04 Heijen
091710;Wijk 10 Maria Gewanden - Terschuren
091711;Wijk 11 Mariarade
091712;Wijk 12 Hoensbroek - De Dem
091713;Wijk 13 Nieuw Lotbroek
091714;Wijk 14 De Koumen
091720;Wijk 20 Vrieheide - De Stack
091721;Wijk 21 Heerlerheide - Passart
091722;Wijk 22 Heksenberg
091723;Wijk 23 Schrieversheide
091724;Wijk 24 Rennemig - Beersdal
091730;Wijk 30 Zeswegen-Nieuw Husken
091731;Wijk 31 Schandelen - Grasbroek
091732;Wijk 32 Meezenbroek-Schaesbergerveld
091733;Wijk 33 Heerlen-Centrum
091734;Wijk 34 Eikenderveld
091735;Wijk 35 Woonboulevard - Ten Esschen
091736;Wijk 36 Welten-Benzenrade
091737;Wijk 37 Bekkerveld - Aarveld
091738;Wijk 38 Caumerveld-Douve Weien
091739;Wijk 39 Molenberg
091740;Wijk 40 Heerlerbaan - Centrum
091741;Wijk 41 Heerlerbaan - Schil
091742;Wijk 42 De Beitel
092800;Wijk 00 Kerkrade-West
092801;Wijk 01 Kerkrade-Oost
092802;Wijk 02 Kerkrade-Noord
093500;Wijk 00 Centrum
093501;Wijk 01 Buitenwijk Zuidwest
093502;Wijk 02 Buitenwijk West
093503;Wijk 03 Buitenwijk Noordwest
093504;Wijk 04 Buitenwijk Oost
093505;Wijk 05 Buitenwijk Noordoost
093506;Wijk 06 Buitenwijk Zuidoost
093800;Wijk 00 Meerssen
093801;Wijk 01 Ulestraten
093802;Wijk 02 Bunde - Geulle
094400;Wijk 00 Mook
094401;Wijk 01 Middelaar
094601;Wijk 01 Nederweert
094602;Wijk 02 Budschop
094603;Wijk 03 Ospel
094604;Wijk 04 Nederweert-Eind
094605;Wijk 05 Leveroy
095700;Wijk 00 Centrum
095701;Wijk 01 Roermond-Oost
095702;Wijk 02 Roermond-Zuid
095703;Wijk 03 Maasniel
095704;Wijk 04 Donderberg
095705;Wijk 05 Hoogvonderen
095706;Wijk 06 Asenray
095707;Wijk 07 Herten
095708;Wijk 08 Swalmen
095709;Wijk 09 Maasplassen
096500;Wijk 00 Simpelveld
096501;Wijk 01 Bocholtz
097100;Wijk 00 Stein
097101;Wijk 01 Elsloo
097102;Wijk 02 Urmond
098100;Wijk 00 Vijlen-Lemiers
098101;Wijk 01 Vaals
098311;Wijk 11 Venlo-Centrum
098312;Wijk 12 Venlo-Zuid
098313;Wijk 13 Venlo-Oost-Noord
098314;Wijk 14 Venlo-Noord
098315;Wijk 15 Venlo-Oost-Zuid
098316;Wijk 16 Het Ven
098321;Wijk 21 Blerick-Midden
098322;Wijk 22 Blerick-Noord
098323;Wijk 23 Blerick-Zuid
098324;Wijk 24 Vossener
098325;Wijk 25 Klingerberg
098326;Wijk 26 Hout-Blerick
098327;Wijk 27 Boekend
098328;Wijk 28 Trade-Port
098331;Wijk 31 Tegelen-Centrum
098332;Wijk 32 Op de Hei
098335;Wijk 35 Steyl
098341;Wijk 41 Velden
098343;Wijk 43 Lomm
098344;Wijk 44 Arcen
098351;Wijk 51 Belfeld
098401;Heide
098402;Ysselsteyn
098403;Merselo
098404;Vredepeel
098405;Smakt
098406;Oostrum
098407;Oirlo
098408;Castenray
098409;Veulen
098410;Leunen
098411;Centrum
098412;Oost
098413;West
098414;Vlakwater
098415;Veltum
098416;Brukske
098417;Landweert
098418;Smakterheide
098419;Brabander
098420;St. Antoniusveld
098421;Wanssum
098422;Geijsteren
098423;Blitterswijck
098601;Wijk 01 Voerendaal
098602;Wijk02 Kunrade
098603;Wijk 03 Ubachsberg
098604;Wijk 04 Klimmen
098605;Wijk 05 Ransdaal
098609;Wijk 09 Verspreide huizen Voerendaal
098801;Wijk 01 Boshoven
098802;Wijk 02 Laar en Hushoven
098803;Wijk 03 Molenakker en Kampershoek
098811;Wijk 11 Weert-Centrum
098812;Wijk 12 Biest
098813;Wijk 13 Groenewoud
098814;Wijk 14 Fatima
098821;Wijk 21 Keent
098822;Wijk 22 Moesel
098823;Wijk 23 Graswinkel
098824;Wijk 24 Leuken
098825;Wijk 25 Kazernelaan
098831;Wijk 31 Altweerterheide
098832;Wijk 32 Tungelroy
098833;Wijk 33 Swartbroek
098834;Wijk 34 Stramproy
099400;Wijk 00: Valkenburg
099401;Wijk 01: Houthem - Sint Gerlach
099402;Wijk 02: Schin op Geul - Oud-Valkenburg
099403;Wijk 03: Sibbe - IJzeren
099404;Wijk 04: Berg en Terblijt - Vilt
099405;Wijk 05: Walem
099501;Zuiderzeewijk
099502;Atolwijk
099503;Boswijk
099504;Waterwijk-Landerijen
099505;Bolder
099506;Kustwijk
099507;Havendiep
099508;Lelystad-Haven
099509;Stadshart
099510;Buitengebied
099511;Warande
099599;Groot water
099899;Buitenland
150700;Wijk 00 Griendtsveen
150701;Wijk 01 America
150702;Wijk 02 Meterik
150703;Wijk 03 Hegelsom
150704;Wijk 04 Horst
150705;Wijk 05 Melderslo
150706;Wijk 06 Broekhuizenvorst
150707;Wijk 07 Lottum
150708;Wijk 08 Grubbenvorst
150709;Wijk 09 Broekhuizen
150710;Wijk 10 Sevenum
150711;Wijk 11 Kronenberg
150712;Wijk 12 Evertsoord
150713;Wijk 13 Meerlo
150714;Wijk 14 Tienray
150715;Wijk 15 Swolgen
150900;Wijk 00 Ulft-Etten
150901;Wijk 01 Overig Gendringen
150902;Wijk 02 Silvolde-Terborg
150903;Wijk 03 Varsseveld
152501;Voorhout Oude Dorp
152502;Voorhout Oosthout
152503;Voorhout Hooghkamer
152504;Voorhout Buiten
152511;Sassenheim Midden
152512;Sassenheim Oost
152513;Sassenheim Zuid
152514;Sassenheim West
152515;Sassenheim buiten
152521;Warmond
152522;Warmond buiten
158100;Doorn
158101;Driebergen
158102;Leersum
158103;Amerongen
158104;Maarn
158601;Wijk 01 Lichtenvoorde
158602;Wijk 02 Harreveld
158603;Wijk 03 Zieuwewnt
158604;Wijk 04 Lievelde
158605;Wijk 05 Vragender
158606;Wijk 06 Groenlo
158607;Wijk 07 Marienvelde
159801;Obdam
159802;Hensbroek
159803;Spierdijk
159804;Zuidermeer
159805;Berkhout
159806;Ursem
159807;De Goorn
159808;Avenhorn
159809;Scharwoude
159810;Oudendijk
159899;Groot water
162111;Wijk 11 Bergschenhoek
162112;Wijk 12 De Ackers
162113;Wijk 13 Boterdorp
162114;Wijk 14 Wilderszijde
162115;Wijk 15 Oosteindsche Polder
162121;Wijk 21 Berkel
162122;Wijk 22 Noordpolder
162123;Wijk 23 Meerpolder
162124;Wijk 24 Noordeinde
162125;Wijk 25 Zuidpolder
162126;Wijk 26 De Wadden
162127;Wijk 27 Westpolder
162128;Wijk 28 Rodenrijs
162131;Wijk 31 Bleiswijk
162132;Wijk 32 Hoekeindse Zoom
162133;Wijk 33 Bleiswijk Buiten
164000;Heythuysen
164001;Heibloem
164002;Roggel
164003;Neer
164004;Nunhem
164005;Haelen
164006;Buggenum
164007;Horn
164008;Baexem
164009;Kelpen-Oler
164010;Grathem
164011;Ell
164012;Haler
164013;Hunsel
164014;Neeritter
164015;Ittervoort
164100;Wijk 00 Maasbracht
164101;Wijk 01 Linne
164102;Wijk 02 Stevensweert
164103;Wijk 03 Ohé en Laak
164104;Wijk 04 Thorn
164105;Wijk 05 Heel
164106;Wijk 06 Beegden
164107;Wijk 07 Wessem
165200;Wijk 00 Gemert-Centrum
165201;Wijk 01 Gemert-Noord
165202;Wijk 02 Gemert-Oost
165203;Wijk 03 Handel
165204;Wijk 04 De Mortel
165205;Wijk 05 Elsendorp
165206;Wijk 06 Bakel
165207;Wijk 07 Milheeze
165208;Wijk 08 De Rips
165501;Wijk 01 Oud Gastel
165502;Wijk 02 Stampersgat
165503;Wijk 03 Oudenbosch
165504;Wijk 04 Hoeven
165505;Wijk 05 Bosschenhoofd
165800;Wijk 00 Heeze
165801;Wijk 01 Leende
165802;Wijk 02 Leenderstrijp
165803;Wijk 03 Sterksel
165900;Wijk 00 Beek en Donk
165901;Wijk 01 Aarle-Rixtel
165902;Wijk 02 Lieshout
165903;Wijk 03 Mariahout
166700;Wijk 00 Reusel
166701;Wijk 01 Hooge Mierde
166702;Wijk 02 Lage Mierde
166703;Wijk 03 Hulsel
166901;Montfort
166902;Sint Odiliënberg
166903;Melick
166904;Posterholt
166905;Herkenbosch
166906;Vlodrop
167400;Wijk 00 Centrum
167401;Wijk 01 Oost
167402;Wijk 02 Noord
167403;Wijk 03 West
167404;Wijk 04 Groot Kroeven
167405;Wijk 05 Langdonk
167406;Wijk 06 Kortendijk
167407;Wijk 07 Tolberg
167408;Wijk 08 Industriegebieden
167410;Wijk 10 Nispen
167411;Wijk 11 Wouw
167412;Wijk 12 Heerle
167413;Wijk 13 Moerstraten
167414;Wijk 14 Wouwse Plantage
167600;Wijk 00 Zierikzee
167601;Wijk 01 Brouwershaven
167602;Wijk 02 Zonnemaire
167603;Wijk 03 Dreischor
167604;Wijk 04 Noordgouwe
167605;Wijk 05 Bruinisse
167606;Wijk 06 Nieuwerkerk
167607;Wijk 07 Oosterland
167608;Wijk 08 Ouwerkerk
167609;Wijk 09 Scharendijke
167610;Wijk 10 Kerkwerve
167611;Wijk 11 Ellemeet
167612;Wijk 12 Haamstede
167613;Wijk 13 Renesse
167614;Wijk 14 Noordwelle
167615;Wijk 15 Serooskerke
167699;Groot water
168000;Wijk 00 Annen
168001;Wijk 01 Eext
168002;Wijk 02 Anloo
168003;Wijk 03 Gasteren
168004;Wijk 04 Anderen
168005;Wijk 05 Schipborg
168006;Wijk 06 Eexterveen
168007;Wijk 07 Spijkerboor
168008;Wijk 08 Nieuw-Annerveen
168009;Wijk 09 Oud-Annerveen
168011;Wijk 11 Annerveenschekanaal
168012;Wijk 12 Eexterveenschekanaal
168013;Wijk 13 Eexterzandvoort
168014;Wijk 14 Gasselte
168015;Wijk 15 Gasselternijveen
168016;Wijk 16 Gasselternijveenschemond
168017;Wijk 17 Gieten
168018;Wijk 18 Gieterveen
168019;Wijk 19 Rolde
168020;Wijk 20 Grolloo
168021;Wijk 21 Ekehaar
168100;Valthe
168101;Valthermond
168102;Westdorp
168103;Zandberg
168179;1e Exloërmond
168180;2e Exloërmond
168181;2e Valthermond
168182;Borger
168183;Bronneger
168184;Bronnegerveen
168185;Buinen
168186;Buinerveen
168187;Drouwen
168188;Drouwenermond
168189;Drouwenerveen
168190;Ees
168191;Eesergroen
168192;Eeserveen
168193;Ellertshaar
168194;Exloërveen
168195;Exloo
168196;Klijndijk
168197;Nieuw-Buinen
168198;Odoorn
168199;Odoornerveen
169000;Wijk 00 Zuidwolde
169001;Wijk 01 Alteveer
169002;Wijk 02 Kerkenveld
169003;Wijk 03 Drogteropslagen
169004;Wijk 04 Linde
169005;Wijk 05 Fort
169006;Wijk 06 Veeningen
169007;Wijk 07 Echten
169008;Wijk 08 Ruinen
169009;Wijk 09 Eursinge
169010;Wijk 10 Ansen
169011;Wijk 11 Ruinerwold
169012;Wijk 12 Koekange
169013;Wijk 13 De Wijk
169500;Wijk 00 Kortgene
169501;Wijk 01 Colijnsplaat
169502;Wijk 02 Kats
169503;Wijk 03 Kamperland
169504;Wijk 04 Wissenkerke
169505;Wijk 05 Geersdijk
169599;Groot water
169600;Wijk 00 's-Graveland
169601;Wijk 01 Kortenhoef
169602;Wijk 02 Ankeveen
169603;Wijk 03 Loosdrecht
169604;Wijk 04 Nieuw-Loosdrecht
169605;Wijk 05 Breukeleveen
169606;Wijk 06 Nederhorst den Berg
169900;Wijk 00 Roden
169901;Wijk 01 Roden
169903;Wijk 03 Norg
169904;Wijk 04 Norg
169906;Wijk 06 Peize
170001;Vriezenveen (kern)
170002;Westerhaar-Vriezenveensewijk
170003;Den Ham
170004;Vroomshoop
170005;Buitengebied Vriezenveen Noord
170006;Buitengebied Vriezenveen Zuid
170100;Wijk 00 Diever
170101;Wijk 01 Wapse
170102;Wijk 02 Zorgvlied
170103;Wijk 03 Dwingeloo
170104;Wijk 04 Lhee
170105;Wijk 05 Eemster
170106;Wijk 06 Geeuwenbrug
170107;Wijk 07 Dieverbrug
170108;Wijk 08 Havelte
170109;Wijk 09 Uffelte
170110;Wijk 10 Wapserveen
170111;Wijk 11 Vledder
170112;Wijk 12 Frederiksoord
170113;Wijk 13 Nijensleek
170114;Wijk 14 Vledderveen
170115;Wijk 15 Wilhelminaoord
170116;Wijk 16 Doldersum
170117;Wijk 17 Boschoord
170500;Bemmel
170501;Gendt
170502;Huissen
170503;Loo Gld
170504;Angeren
170505;Doornenburg
170506;Haalderen
170507;Ressen
170600;Wijk 00 Budel
170601;Wijk 01 Schoot
170602;Wijk 02 Dorplein
170603;Wijk 03 Maarheeze
170604;Wijk 04 Soerendonk
170605;Wijk 05 Gastel
170800;Steenwijk
170802;Oldemarkt
170803;Kalenberg
170804;Kuinre
170805;Blankenham
170806;Scheerwolde
170807;Vollenhove
170808;Sint Jansklooster
170810;Belt-Schutsloot
170811;Wanneperveen
170816;Blokzijl
170817;Giethoorn
170818;Zuidveen
170819;Onna
170820;Kallenkote
170821;Eesveen
170822;De Bult
170823;Baars
170824;Witte Paarden
170825;De Pol
170826;Willemsoord
170827;Marijenkampen
170828;Tuk
170829;Steenwijkerwold
170830;Basse
170831;Paasloo
170832;IJsselham
170833;Ossenzijl
170834;Wetering
170835;Nederland
170836;Baarlo
170899;Groot water
170900;Wijk 00 Zevenbergen
170901;Wijk 01 Zevenbergschen Hoek
170902;Wijk 02 Langeweg
170903;Wijk 03 Klundert
170904;Wijk 04 Moerdijk
170905;Wijk 05 Noordhoek
170906;Wijk 06 Standdaarbuiten
170907;Wijk 07 Fijnaart
170908;Wijk 08 Heijningen
170909;Wijk 09 Willemstad
170910;Wijk 10 Helwijk
170999;Groot water
171101;Susteren
171102;Dieteren
171103;Heide
171104;Roosteren
171105;Echt
171106;Maria Hoop
171107;Peij
171108;Slek
171109;Nieuwstadt
171110;Sint Joost
171111;Koningsbosch
171400;Wijk 00 Sluis
171401;Wijk 01 Retranchement
171402;Wijk 02 Aardenburg
171403;Wijk 03 Eede
171404;Wijk 04 Sint Kruis
171405;Wijk 05 Oostburg
171406;Wijk 06 Zuidzande
171407;Wijk 07 Cadzand
171408;Wijk 08 Nieuwvliet
171409;Wijk 09 Groede
171410;Wijk 10 Breskens
171411;Wijk 11 Hoofdplaat
171412;Wijk 12 IJzendijke
171413;Wijk 13 Schoondijke
171414;Wijk 14 Waterlandkerkje
171499;Groot water
171901;Drimmelen
171902;Made
171903;Terheijden
171904;Wagenberg
171905;Hooge Zwaluwe en Zevenbergschen Hoek
171906;Lage Zwaluwe
172101;Kern Heesch
172102;Kern Heeswijk-Dinther
172103;Kern Nistelrode
172104;Buitengebied Heesch
172105;Buitengebied Heeswijk-Dinther
172106;Buitengebied Nistelrode
172301;Alphen
172302;Chaam
172303;Strijbeek
172304;Galder
172305;Ulvenhout AC
172306;Bavel AC
172400;Wijk 00 Bergeijk 't Hof
172401;Wijk 01 Weebosch
172402;Wijk 02 Luyksgestel
172403;Wijk 03 Riethoven
172404;Wijk 04 Westerhoven
172405;Wijk 05 Bergeijk 't Loo
172406;Wijk 06 Buitengebied
172800;Wijk 00 Bladel
172801;Wijk 01 Netersel
172802;Wijk 02 Hapert
172803;Wijk 03 Hoogeloon
172804;Wijk 04 Casteren
172900;Wijk 00 Gulpen
172901;Wijk 01 Wijlre
172902;Wijk 02 Eys
172903;Wijk 03 Wittem
172904;Wijk 04 Mechelen
172905;Wijk 05 Epen
172906;Wijk 06 Slenaken
173000;Wijk 00 Zuidlaren
173001;Wijk 01 De Groeve
173002;Wijk 02 Zuidlaarderveen
173003;Wijk 03 Midlaren
173004;Wijk 04 Westlaren
173005;Wijk 05 Schuilingsoord
173006;Wijk 06 Paterswolde
173007;Wijk 07 Eelde
173008;Wijk 08 Eelderwolde
173009;Wijk 09 Vries
173010;Wijk 10 Donderen
173011;Wijk 11 Bunne
173012;Wijk 12 Yde
173013;Wijk 13 Tynaarlo
173014;Wijk 14 Zeegse
173015;Wijk 15 Zeijen
173100;Wijk 00 Beilen
173101;Wijk 01 Hijken
173102;Wijk 02 Hooghalen
173103;Wijk 03 Wijster
173104;Wijk 04 Spier
173105;Wijk 05 Drijber
173106;Wijk 06 Smilde
173107;Wijk 07 Bovensmilde
173108;Wijk 08 Hoogersmilde
173109;Wijk 09 Westerbork
173110;Wijk 10 Elp
173111;Wijk 11 Witteveen
173112;Wijk 12 Nieuw-Balinge
173113;Wijk 13 Nieuweroord
173114;Wijk 14 Zwiggelte
173115;Wijk 15 Orvelte
173116;Wijk 16 De Broekstreek
173401;Buitengebied Elst
173402;Elst-Zuid
173403;Elst-Noord
173404;De Aam
173405;Westeraam
173406;Elst-Oost
173407;Oosterhout
173408;Slijk-Ewijk
173409;Herveld
173410;Andelst
173411;Kern Zetten
173412;Buitengebied Zetten
173413;Hemmen
173414;Randwijk
173415;Kern Heteren
173416;Buitengebied Heteren
173417;Valburg
173418;Driel
173419;Homoet
173500;Wijk 00 Goor
173501;Wijk 01 De Whee II
173502;Wijk 02 Markelo
173503;Wijk 03 Verspreide huizen Kerspel en omgeving
173504;Wijk 04 Elsen
173505;Wijk 05 Diepenheim
173506;Wijk 06 Delden
173507;Wijk 07 Overig Delden
173508;Wijk 08 Hengevelde
173509;Wijk 09 Bentelo
174000;Wijk 00 Kesteren
174001;Wijk 01 Echteld
174002;Wijk 02 Dodewaard
174200;Wijk 00 Stad Rijssen
174202;Wijk 02 Buitengebied Rijssen
174203;Wijk 03 Holten
174204;Wijk 04 Bedrijventerrein Holten
174205;Wijk 05 Buitengebied Holten
174207;Wijk 07 Bedrijventerrein Rijssen
174208;Wijk 08 Recreatiegebied De Borkeld
174209;Wijk 09 Stadsrand Rijssen Noord
174210;Wijk 10 Stadsrand Rijssen Zuid
174211;Wijk 11 Stadsrand Rijssen Oost
177100;Geldrop
177101;Mierlo
177301;Wijk 01 Olst
177302;Wijk 02 Wijhe
177303;Wijk 03 Wesepe
177304;Wijk 04 Boskamp
177305;Wijk 05 Boerhaar
177306;Wijk 06 Welsum
177307;Wijk 07 Den Nul
177308;Wijk 08 Eikelhof
177309;Wijk 09 Elshof
177310;Wijk 10 Marle
177311;Wijk 11 Middel
177312;Wijk 12 Herxen
177410;Wijk 10 Denekamp
177411;Wijk 11 Lattrop-Breklenkamp
177412;Wijk 12 Tilligte
177413;Wijk 13 Agelo
177414;Wijk 14 Noord Deurningen
177415;Wijk 15 Ootmarsum
177416;Wijk 16 Weerselo
177417;Wijk 17 Rossum
177418;Wijk 18 Saasveld
177419;Wijk 19 Deurningen
177420;Wijk 20 Nutter
177421;Wijk 21 Oud Ootmarsum
178301;Wijk 01 Naaldwijk
178302;Wijk 02 Honselersdijk
178303;Wijk 03 Maasdijk
178304;Wijk 04 's-Gravenzande
178305;Wijk 05 Monster
178306;Wijk 06 Wateringen
178307;Wijk 07 De Lier
178308;Wijk 08 Kwintsheul
178309;Wijk 09 Poeldijk
178310;Wijk 10 Ter Heijde
178399;Groot water
184200;Wijk 00 Schipluiden
184201;Wijk 01 Maasland
185900;Wijk 00 Borculo
185901;Wijk 01 Eibergen
185902;Wijk 02 Beltrum
185903;Wijk 03 Neede
185904;Wijk 04 Ruurlo
187600;Wijk 00 Hengelo
187601;Wijk 01 Zelhem
187602;Wijk 02 Vorden
187603;Wijk 03 Steenderen
187604;Wijk 04 Hummelo en Keppel
188300;Wijk 00 Limbrichterveld
188301;Wijk 01 Sittard
188302;Wijk 02 Overhoven
188303;Wijk 03 Munstergeleen
188304;Wijk 04 Guttecoven
188305;Wijk 05 Geleen
188306;Wijk 06 Holtum-Born
188307;Wijk 07 Obbicht en Papenhoven
188400;Wijk 00 Roelofarendsveen
188401;Wijk 01 Overig Alkemade
188402;Wijk 02 Woubrugge
188403;Wijk 03 Rijnsaterwoude
188404;Wijk 04 Leimuiden
189100;Wijk 00 Centrum
189101;Wijk 01 Oost
189102;Wijk 02 Zuid
189103;Wijk 03 West
189201;Moerkapelle wijk 01
189202;Zevenhuizen wijk 02
189203;Moordrecht wijk 03
189204;Nieuwerkerk aan den IJssel wijk 04
189401;Panningen
189402;Kessel
189403;Maasbree
189404;Baarlo
189405;Meijel
189406;Koningslust
189407;Kessel-Eik
189408;Helden
189409;Grashoek
189410;Egchel
189411;Beringe
189500;Wijk 00 Winschoten
189501;Wijk 01 Finsterwolde
189502;Wijk 02 Drieborg
189503;Wijk 03 Beerta
189504;Wijk 04 Nieuw-Beerta
189505;Wijk 05 Nieuweschans
189506;Wijk 06 Scheemda-Heiligerlee
189507;Wijk 01 Westerlee
189508;Wijk 02 Noord
189509;Wijk 03 Midwolda
189510;Wijk 04 Nieuwolda
189599;Groot water
189600;Wijk 00 Genemuiden
189601;Wijk 01 Kamperzeedijk
189602;Wijk 02 Hasselt
189603;Wijk 03 Landelijk gebied Hasselt
189604;Wijk 04 Zwartsluis
189605;Wijk 05 Mastenbroek
189699;Groot water
190000;Wijk 00 Bolsward
190001;Wijk 01 Sneek
190002;Wijk 02 Nijefurd
190003;Wijk 03 Koudum
190004;Wijk 04 Hemelum
190005;Wijk 05 IJlst
190006;Wijk 06 Zuid IJlst
190007;Wijk 07 Oost IJlst
190008;Wijk 08 West IJlst
190009;Wijk 09 Oosthem
190010;Wijk 10 Noordwest IJlst
190011;Wijk 11 Zuidoost IJlst
190012;Wijk 12 Woudsend
190013;Wijk 13 Bouwhoek
190014;Wijk 14 Weidestreek Oost
190015;Wijk 15 Weidestreek West
190016;Wijk 16 Weidestreek Zuid
190017;Wijk 17 Makkum
190018;Wijk 18 Weidestreek Zuidwest
190019;Wijk 19 Boarnsterhim
190020;Wijk 20 Littenseradiel
190099;Groot water
190101;Bodegraven-Noord
190102;Bodegraven-Zuid
190103;Nieuwerbrug aan den Rijn
190104;Reeuwijk-Dorp
190105;Reeuwijk-Brug
190106;Driebruggen
190107;Waarder
190300;Wijk 00 Eijsden
190301;Wijk 01 Gronsveld
190302;Wijk 02 Margraten
190303;Wijk 03 Cadier en Keer
190304;Wijk 04 Sint Geertruid
190305;Wijk 05 Mheer - Noorbeek
190401;Wijk 01 Maarssen
190402;Wijk 02 Breukelen
190403;Wijk 03 Loenen aan de Vecht
190404;Wijk 04 Nieuwer Ter Aa
190405;Wijk 05 Kockengen
190406;Wijk 06 Vreeland
190407;Wijk 07 Tienhoven
190408;Wijk 08 Nigtevecht
190409;Wijk 09 Nieuwersluis
190410;Wijk 10 Loenersloot
190411;Wijk 11 Oud Zuilen
190412;Wijk 12 Maarssenbroek
191101;Anna Paulowna
191102;Breezand
191103;Wieringerwaard
191104;Westerland
191105;Hippolytushoef
191106;Den Oever
191107;Wieringerwerf
191108;Kreileroord
191109;Slootdorp
191110;Middenmeer
191111;Kolhorn
191112;Barsingerhorn
191113;Haringhuizen
191114;Lutjewinkel
191115;Winkel
191116;Nieuwe Niedorp
191117;'t Veld
191118;Zijdewind
191119;Oude Niedorp
191199;Groot water
191601;De Zijde / Duivenvoorde / Park Veursehout
191602;Prinsenhof
191603;'t Lien / De Rietvink
191604;Stompwijk
191605;Leidschendam - Zuid en omgeving
191606;De Heuvel / Amstelwijk
191607;Damsigt en omgeving
191608;Essesteijn
191609;Voorburg Midden
191610;Bovenveen
191611;Voorburg Noord
191612;Voorburg West / Park Leeuwenbergh
191613;Voorburg Oud
192400;Goedereede
192401;Ouddorp
192402;Stellendam
192403;Middelharnis
192404;Ooltgensplaat
192405;Den Bommel
192406;Oude-Tonge
192407;Dirksland
192408;Melissant
192409;Herkingen
192410;Sommelsdijk
192411;Nieuwe-Tonge
192412;Stad aan 't Haringvliet
192413;Achthuizen
192499;Groot water
192601;Pijnacker
192602;Nootdorp
192603;Delfgauw
193001;Centrum
193002;Schiekamp
193003;Hoogwerf
193004;Vierambachten
193005;De Hoek
193006;Gildenwijk
193007;Groenewoud
193008;Sterrenkwartier
193009;Schenkel
193010;De Elementen
193011;Vogelenzang
193012;De Akkers
193013;Vriesland
193014;Waterland
193015;Maaswijk
193016;Halfweg
193017;Buitengebied
